"id","domain","area","title","method","nonBlocking","codeReferences"
"V2-STU-008","Apartment studio, engineering BOM and quotation","studio","Studio plan geometry includes structural no-change zones","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-009","Apartment studio, engineering BOM and quotation","studio","Studio scale is calibrated in meters","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-010","Apartment studio, engineering BOM and quotation","studio","Every placed item has an accessible interactive role","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-011","Apartment studio, engineering BOM and quotation","studio","Every placed item can be selected by keyboard","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-012","Apartment studio, engineering BOM and quotation","studio","Drag has a keyboard/single-pointer alternative","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-013","Apartment studio, engineering BOM and quotation","studio","Collision rules prevent overlapping fixed geometry","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-014","Apartment studio, engineering BOM and quotation","studio","Door clearance rules are enforced","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-015","Apartment studio, engineering BOM and quotation","studio","Wheelchair turning-radius object uses true scale","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-016","Apartment studio, engineering BOM and quotation","studio","Accessible door option updates the correct opening","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-017","Apartment studio, engineering BOM and quotation","studio","Plumbing options are limited to compatible wet zones","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-018","Apartment studio, engineering BOM and quotation","studio","Electrical additions use defined wall/ceiling anchors","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-019","Apartment studio, engineering BOM and quotation","studio","Every option has SKU","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-020","Apartment studio, engineering BOM and quotation","studio","Every option has unit of measure","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-021","Apartment studio, engineering BOM and quotation","studio","Every option has quantity","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-022","Apartment studio, engineering BOM and quotation","studio","Every option has estimated price impact","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-023","Apartment studio, engineering BOM and quotation","studio","Every option records dependency rules","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-024","Apartment studio, engineering BOM and quotation","studio","Undo and redo preserve deterministic state","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-025","Apartment studio, engineering BOM and quotation","studio","Auto-arrange keeps every item within legal bounds","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-026","Apartment studio, engineering BOM and quotation","studio","Auto-arrange does not block doors or circulation","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-027","Apartment studio, engineering BOM and quotation","studio","Configuration has a stable configuration_id","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-028","Apartment studio, engineering BOM and quotation","studio","Configuration is saved server-side","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-029","Apartment studio, engineering BOM and quotation","studio","Configuration can be restored by link","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-030","Apartment studio, engineering BOM and quotation","studio","Configuration produces a top-view image","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-031","Apartment studio, engineering BOM and quotation","studio","Configuration produces a perspective image","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-032","Apartment studio, engineering BOM and quotation","studio","Configuration produces a room-by-room BOM","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-033","Apartment studio, engineering BOM and quotation","studio","BOM groups base specification and buyer changes","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-034","Apartment studio, engineering BOM and quotation","studio","BOM includes quantities and option codes","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-035","Apartment studio, engineering BOM and quotation","studio","BOM includes estimated price totals","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-036","Apartment studio, engineering BOM and quotation","studio","BOM records recipe and catalog version","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-037","Apartment studio, engineering BOM and quotation","studio","RFP stores the full studio snapshot","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-038","Apartment studio, engineering BOM and quotation","studio","RFP PDF includes unit, plan, options and totals","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-039","Apartment studio, engineering BOM and quotation","studio","Lead payload includes configuration_id","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-040","Apartment studio, engineering BOM and quotation","studio","Representative opens the same configuration","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-041","Apartment studio, engineering BOM and quotation","studio","Studio closes back to the same unit","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-STU-042","Apartment studio, engineering BOM and quotation","studio","Studio click proof is required before green","data contract+geometry rules+click replay+RFP persistence","true","plugins/nadlan-config/assets/showroom-engine/studio.js | plugins/nadlan-config/assets/showroom-engine/buyflow.js:240-264 | plugins/nadlan-config/inc/rfp.php:105-117"
"V2-CONV-001","Lead, RFP, meeting, co-tour and analytics","conference","Inquiry CTA preserves project_id and unit_id","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-002","Lead, RFP, meeting, co-tour and analytics","conference","Plan request preserves unit_id","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-003","Lead, RFP, meeting, co-tour and analytics","conference","Price request preserves unit_id","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-004","Lead, RFP, meeting, co-tour and analytics","conference","Facility inquiry preserves facility_id","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-005","Lead, RFP, meeting, co-tour and analytics","conference","Studio inquiry preserves configuration_id","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-006","Lead, RFP, meeting, co-tour and analytics","conference","Form submit is never tested against a live person without confirmation","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-007","Lead, RFP, meeting, co-tour and analytics","conference","Consent state is explicit and recorded","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-008","Lead, RFP, meeting, co-tour and analytics","conference","Success state identifies what was requested","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-009","Lead, RFP, meeting, co-tour and analytics","conference","Failure state offers retry without losing context","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-010","Lead, RFP, meeting, co-tour and analytics","conference","RFP endpoint stores an immutable request snapshot","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-011","Lead, RFP, meeting, co-tour and analytics","conference","RFP document is private by default","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-012","Lead, RFP, meeting, co-tour and analytics","conference","Scheduler date grid remains reachable at 320px","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-013","Lead, RFP, meeting, co-tour and analytics","conference","Scheduler time choice remains reachable at 320px","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-014","Lead, RFP, meeting, co-tour and analytics","conference","Meeting booking stores unit and configuration context","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-015","Lead, RFP, meeting, co-tour and analytics","conference","Video action opens a real meeting room","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-016","Lead, RFP, meeting, co-tour and analytics","conference","Camera/microphone permission is requested only after a user click","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-017","Lead, RFP, meeting, co-tour and analytics","conference","Meeting participants share selected unit state","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-018","Lead, RFP, meeting, co-tour and analytics","conference","Meeting participants share plan/view/facility state","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-019","Lead, RFP, meeting, co-tour and analytics","conference","Late joiner receives current state snapshot","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-020","Lead, RFP, meeting, co-tour and analytics","conference","Co-tour room expiry and roles are defined","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-021","Lead, RFP, meeting, co-tour and analytics","conference","Co-tour state updates are versioned","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-022","Lead, RFP, meeting, co-tour and analytics","conference","WhatsApp is a channel option, not the video engine","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-023","Lead, RFP, meeting, co-tour and analytics","conference","Analytics records module open/close","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-024","Lead, RFP, meeting, co-tour and analytics","conference","Analytics records unit-selected source","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-025","Lead, RFP, meeting, co-tour and analytics","conference","Analytics records plan/view/tour/facility/studio use","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-026","Lead, RFP, meeting, co-tour and analytics","conference","Analytics records errors and load times","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-CONV-027","Lead, RFP, meeting, co-tour and analytics","conference","No demo submission reaches production leads during QA","endpoint trace+click replay+analytics evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:684-733 | plugins/nadlan-config/assets/showroom-engine/studio.js:311-317"
"V2-WP-001","WordPress ownership, fields, migrations and lights","wordpress","Checklist attaches by capability or post type, not hard-coded post ID","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-002","WordPress ownership, fields, migrations and lights","wordpress","BOM attaches by capability or post type, not hard-coded slug","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-003","WordPress ownership, fields, migrations and lights","wordpress","Live post 7514 renders the checklist lights","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-004","WordPress ownership, fields, migrations and lights","wordpress","Live post 7514 renders BOM systems","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-005","WordPress ownership, fields, migrations and lights","wordpress","Checklist remains non-blocking for save and publish","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-006","WordPress ownership, fields, migrations and lights","wordpress","Every light links to its owning field or code component","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-007","WordPress ownership, fields, migrations and lights","wordpress","Every light stores evidence and timestamp","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-008","WordPress ownership, fields, migrations and lights","wordpress","Every light stores recipe version and runtime hash","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-009","WordPress ownership, fields, migrations and lights","wordpress","Green is impossible without required evidence type","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-010","WordPress ownership, fields, migrations and lights","wordpress","Interactive green requires browser click proof","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-011","WordPress ownership, fields, migrations and lights","wordpress","Source green requires public server HTML proof","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-012","WordPress ownership, fields, migrations and lights","wordpress","Asset green requires URL, MIME, dimensions and hash","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-013","WordPress ownership, fields, migrations and lights","wordpress","Manual evidence records owner and date","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-014","WordPress ownership, fields, migrations and lights","wordpress","project_facilities CSV remains backward compatible for chips","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-015","WordPress ownership, fields, migrations and lights","wordpress","Detailed facilities use a separate versioned JSON field","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-016","WordPress ownership, fields, migrations and lights","wordpress","Facilities renderer consumes the detailed field","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-017","WordPress ownership, fields, migrations and lights","wordpress","project_3d_units has one documented schema","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-018","WordPress ownership, fields, migrations and lights","wordpress","Unit status maps to one enum","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-019","WordPress ownership, fields, migrations and lights","wordpress","Canonical query key is unit","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-020","WordPress ownership, fields, migrations and lights","wordpress","unit_id remains a temporary read-only alias during migration","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-021","WordPress ownership, fields, migrations and lights","wordpress","Drawings map resolves plan_id to unit.plan","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-022","WordPress ownership, fields, migrations and lights","wordpress","Semantic GLB version is stored","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-023","WordPress ownership, fields, migrations and lights","wordpress","Every unit has authored azimuth or an explicit admin light","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-024","WordPress ownership, fields, migrations and lights","wordpress","Every unit can link a view camera or tier asset","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-025","WordPress ownership, fields, migrations and lights","wordpress","Interior tour graph is a separate versioned field","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-026","WordPress ownership, fields, migrations and lights","wordpress","Project media manifest uses WordPress attachment IDs","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-027","WordPress ownership, fields, migrations and lights","wordpress","Importer resolves relative assets to attachment URLs","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-028","WordPress ownership, fields, migrations and lights","wordpress","Importer is idempotent","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-029","WordPress ownership, fields, migrations and lights","wordpress","Importer has dry-run output","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-030","WordPress ownership, fields, migrations and lights","wordpress","Importer creates a backup/export before mutation","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-031","WordPress ownership, fields, migrations and lights","wordpress","Migration never runs on page render","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-032","WordPress ownership, fields, migrations and lights","wordpress","Live-only inline code is moved into version control","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-033","WordPress ownership, fields, migrations and lights","wordpress","Plugin version and asset hashes are exposed in admin","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-034","WordPress ownership, fields, migrations and lights","wordpress","Source fingerprint storage is private/redacted","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-035","WordPress ownership, fields, migrations and lights","wordpress","Five-language parity has an automated report","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-036","WordPress ownership, fields, migrations and lights","wordpress","SEO title has one owner","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-037","WordPress ownership, fields, migrations and lights","wordpress","Document title is not rewritten to a conflicting value","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-038","WordPress ownership, fields, migrations and lights","wordpress","Facility/SEO claims derive from the same feature contract","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-039","WordPress ownership, fields, migrations and lights","wordpress","Cesium eligibility is data-driven, not slug allowlist","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-040","WordPress ownership, fields, migrations and lights","wordpress","Admin saves do not discard unknown future schema keys","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-041","WordPress ownership, fields, migrations and lights","wordpress","Package contains assets, importer, contract and rollback instructions","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-WP-042","WordPress ownership, fields, migrations and lights","wordpress","WordPress package verification runs before ZIP creation","admin DOM+repository trace+schema validation","true","plugins/nadlan-config/inc/showroom-engine.php:155-260 | handoff prototype plugin"
"V2-CONTENT-001","Content, intent and buyer evidence","content","Project page owns one defined keyword intent","content map+source+rendered DOM+manual editorial evidence","true","post_content | _yoast_wpseo_title | _yoast_wpseo_metadesc"
"V2-CONTENT-002","Content, intent and buyer evidence","content","City and neighborhood pages own separate intents","content map+source+rendered DOM+manual editorial evidence","true","post_content | _yoast_wpseo_title | _yoast_wpseo_metadesc"
"V2-CONTENT-003","Content, intent and buyer evidence","content","SEO title begins with the strongest project identity","content map+source+rendered DOM+manual editorial evidence","true","post_content | _yoast_wpseo_title | _yoast_wpseo_metadesc"
"V2-CONTENT-004","Content, intent and buyer evidence","content","H1 uses the natural bilingual project name","content map+source+rendered DOM+manual editorial evidence","true","post_content | _yoast_wpseo_title | _yoast_wpseo_metadesc"
"V2-CONTENT-005","Content, intent and buyer evidence","content","Opening paragraph answers who, what, where, status and estimated price","content map+source+rendered DOM+manual editorial evidence","true","post_content | _yoast_wpseo_title | _yoast_wpseo_metadesc"
"V2-CONTENT-006","Content, intent and buyer evidence","content","Opening paragraph describes working selection capabilities","content map+source+rendered DOM+manual editorial evidence","true","post_content | _yoast_wpseo_title | _yoast_wpseo_metadesc"
"V2-CONTENT-007","Content, intent and buyer evidence","content","Decision cockpit precedes the long article","content map+source+rendered DOM+manual editorial evidence","true","post_content | _yoast_wpseo_title | _yoast_wpseo_metadesc"
